ID,Login,Fam,Im,Otch,Hash,rAdmin,rImport,rExport,rPrint,rEdit,rlogin
1,ADMIN,Администратор,А,А,0A6A266F990F4A29796AFFA2D105BBFD,1,1,1,1,1,1
